noise_std,seed,method,detected,truth,matched,precision,recall,f1,interval_iou_mean,start_index_mae,peak_index_mae,end_index_mae,duration_mae,amplitude_mae,temporal_symmetry_mae
0.1,11742,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9514509192256958,1.9166666666666667,1.75,2.0833333333333335,2.3333333333333335,0.14723141178245855,0.06426832644369361
0.1,11743,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7788089979101215,10.166666666666666,8.166666666666666,9.666666666666666,1.3333333333333333,0.021248259180917838,0.044784246014049456
0.1,11743,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9292339933782561,2.9166666666666665,1.75,3.0,3.75,0.12449677944989808,0.061656915202563674
0.1,11744,FeatureGraph,12,12,12,1.0,1.0,1.0,0.784679352586656,9.916666666666666,8.25,9.333333333333334,1.4166666666666667,0.019237454558281502,0.035096586762555004
0.1,11744,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9454965870216482,2.3333333333333335,1.5833333333333333,2.1666666666666665,3.0,0.13349811670888492,0.050217136339297926
0.1,11745,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7845521441729307,9.916666666666666,7.916666666666667,9.333333333333334,1.4166666666666667,0.01381829796481407,0.05005800185125078
0.1,11745,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9273445136987322,3.1666666666666665,1.5,2.9166666666666665,4.25,0.13387016633657456,0.06939994905128875
0.1,11746,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7860820281466349,9.916666666666666,7.666666666666667,9.166666666666666,1.25,0.01719302567587753,0.05051292108702321
0.1,11746,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9494991038385158,2.1666666666666665,2.0,2.0,3.8333333333333335,0.1411120489366436,0.05430395186709585
0.1,11747,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7935837778534407,9.5,8.166666666666666,8.833333333333334,1.6666666666666667,0.01501772555048661,0.034460970669924075
0.1,11747,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9382275419652011,2.4166666666666665,1.8333333333333333,2.75,3.1666666666666665,0.14612580773838488,0.06593577801142064
0.1,11748,FeatureGraph,12,12,12,1.0,1.0,1.0,0.802983497548431,9.083333333333334,8.5,8.333333333333334,1.5833333333333333,0.02468437719477279,0.039620288286472016
0.1,11748,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9560089554312569,1.75,2.8333333333333335,1.8333333333333333,3.5833333333333335,0.15801892991594133,0.07147176493901622
0.1,11749,FeatureGraph,12,12,12,1.0,1.0,1.0,0.7895677096519793,9.75,8.166666666666666,9.0,1.0833333333333333,0.02293543647747201,0.035651059341284395
0.1,11749,SciPy baseline,12,12,12,1.0,1.0,1.0,0.9172258586666181,3.5,1.4166666666666667,3.4166666666666665,4.25,0.12741889312411012,0.05978935969963653
